time (UTC),air_pressure_at_mean_sea_level (Pa),air_temperature (K),sea_surface_wave_mean_period (s),sea_surface_wave_significant_height (m),sea_surface_wave_from_direction (degree),wind_from_direction (degree),wind_speed_of_gust (m s-1),wind_speed (m s-1),eastward_sea_water_velocity_1 (m s-1),northward_sea_water_velocity_1 (m s-1),sea_water_temperature_1 (K),eastward_sea_water_velocity_2 (m s-1),northward_sea_water_velocity_2 (m s-1),sea_water_temperature_2 (K),eastward_sea_water_velocity_3 (m s-1),northward_sea_water_velocity_3 (m s-1),sea_water_temperature_3 (K),eastward_sea_water_velocity_4 (m s-1),northward_sea_water_velocity_4 (m s-1),sea_water_temperature_4 (K),eastward_sea_water_velocity_5 (m s-1),northward_sea_water_velocity_5 (m s-1),sea_water_temperature_5 (K),eastward_sea_water_velocity_6 (m s-1),northward_sea_water_velocity_6 (m s-1),sea_water_temperature_6 (K),eastward_sea_water_velocity_7 (m s-1),northward_sea_water_velocity_7 (m s-1),sea_water_temperature_7 (K),eastward_sea_water_velocity_8 (m s-1),northward_sea_water_velocity_8 (m s-1),sea_water_temperature_8 (K),northward_sea_water_velocity (m s-1),sea_water_temperature_9 (K),platform
2022-06-29T06:20:00Z,101340.4,289.31,3.813,0.255,301.3,246,5.26,4.63,0.01485973,9.899989,289.775,0.008461356,10.1,289.765,0.01439896,10.99999,289.796,4.036078,5.222075,289.759,3.84769,4.068818,289.766,5.94807,5.644508,289.831,9.837358,6.147063,289.753,6.239126,9.180594,289.765,NaN,289.741,1
2022-06-29T06:40:00Z,101337.1,289.39,4,0.258,303.9,236.4,5.49,4.556,0.01685987,9.199985,289.776,0.008855801,11.8,289.755,0.002419026,7.699999,289.784,9.82669,11.465,289.75,3.727305,6.508241,289.753,1.005618,6.421739,289.815,3.822226,11.16381,289.759,2.169412,0.7639705,289.76,NaN,289.767,1
2022-06-29T07:00:00Z,101362.1,289.55,3.803,0.245,307.9,241.9,5.81,4.928,0.0192178,9.099979,289.772,0.002457424,4.399999,289.755,0.009313072,5.799992,289.796,2.556757,7.685896,289.762,7.437501,5.748354,289.767,10.66362,7.948414,289.8,7.323069,3.461599,289.732,3.848724,1.681466,289.703,NaN,289.549,1
2022-06-29T07:20:00Z,101376.3,289.42,3.825,0.241,310,240.1,5.53,4.544,0.01639387,9.299986,290.317,0.004003786,7.399999,290.213,0.002522001,8.499999,289.928,2.931077,9.769789,289.789,3.669097,2.428523,289.755,2.793967,3.13588,289.77,7.666317,4.902814,289.518,3.180391,3.858123,289.262,NaN,289.022,1
2022-06-29T07:40:00Z,101354,289.07,4.097,0.232,311.1,236.4,5.64,4.394,0.009075711,9.999995,290.486,0.002867576,3.099999,290.442,0.002932153,4.799999,290.093,0.8953346,5.527963,289.888,-1.925364,3.844864,289.791,-4.505335,3.154672,289.782,5.602632,7.043474,289.457,11.20595,6.186015,289.186,NaN,288.946,1
2022-06-29T08:00:00Z,101348.8,289.06,4.044,0.223,314.3,218,6.77,5.928,0.007305947,9.099997,290.561,0.001516691,7.900001,290.516,0.01790707,9.499983,290.105,-0.7439968,5.651236,289.858,2.837547,4.59438,289.795,-2.746881,7.193375,289.784,0.2338266,6.695918,289.228,9.449173,-5.433518,288.902,NaN,288.79,1
2022-06-29T08:20:00Z,101333.7,289.28,3.746,0.22,320,222.1,8.28,6.995,0.011582,8.399992,290.466,0.002181662,2.499999,290.446,0.003036873,5.999999,290.223,0.1644441,2.294114,289.826,9.469241,-4.536902,289.768,6.664665,8.876499,289.719,12.08848,0.527794,288.944,11.64807,-1.101068,288.748,NaN,288.752,1
2022-06-29T08:40:00Z,101321.4,289.49,3.746,0.22,320,224.7,8.01,6.802,0.01445132,7.199985,290.381,0.009834925,4.89999,290.339,0.002879793,2.499998,289.966,-1.366299,4.497024,289.767,-0.5861233,5.770308,289.598,4.910938,9.393758,288.841,8.448664,-4.120688,288.704,6.590955,-0.3454172,288.692,NaN,288.674,1
2022-06-29T09:00:00Z,101329.8,289.51,3.948,0.224,327.4,225.6,8.11,6.924,0.01236391,7.69999,290.316,0.01346344,3.799976,290.295,0.006199408,4.799996,290.19,-0.4641311,2.96388,289.647,2.608718,1.266725,288.641,6.220855,-2.488165,288.539,4.310314,-3.416313,288.478,4.508603,-5.223265,288.46,NaN,288.442,1
2022-06-29T09:20:00Z,101329.8,289.3,3.948,0.224,327.4,235.5,9.08,7.492,0.018867,9.399981,290.166,0.009553927,4.59999,290.156,0.009738934,6.199992,290.066,1.435449,7.055458,289.335,-0.8470618,5.535566,288.676,12.74107,-1.226825,288.575,9.555803,0.9201181,288.358,8.583453,2.706352,288.332,NaN,288.323,1
2022-06-29T09:40:00Z,101367.2,288.85,1.875,0.254,307.3,262.1,8.96,7.375,0.03346311,8.299933,290.005,0.01717747,3.799961,289.994,0.0174463,8.399982,289.959,2.342512,7.124791,289.47,-4.466271,3.855182,288.68,7.171881,-3.97544,288.602,3.524848,-1.124922,288.264,1.543624,-3.690152,288.251,NaN,288.241,1
2022-06-29T10:00:00Z,101387.8,288.2,1.996,0.27,307.8,261.3,7.69,6.477,0.01976059,7.399974,289.922,0.02883273,5.89993,289.919,0.005977747,2.499993,289.963,2.942059,3.918455,289.848,-2.684436,3.099,289.497,5.619099,4.501747,288.816,7.700614,1.763676,288.488,-2.194556,-2.596907,288.137,NaN,288.096,1
2022-06-29T10:20:00Z,101387,287.85,3.112,0.31,312.7,266.4,6.35,5.115,0.02238558,10.59998,289.96,0.00942476,2.699984,289.952,0.004537856,6.499998,289.984,1.669752,0.9066017,289.928,-1.378211,-1.307874,289.664,-0.2309252,2.489312,288.807,-4.005611,1.262965,288.585,4.585712,8.660903,288.219,NaN,288.055,1
2022-06-29T10:40:00Z,101415.7,287.73,4.278,0.377,321.6,250.8,6.25,4.867,0.02231227,9.399974,290.015,0.006632244,2.499991,290.009,0.004052654,4.299998,290.023,6.556923,2.974351,289.958,3.577403,-2.385831,289.543,-1.643158,2.976581,288.745,0,7,288.515,1.940369,2.288005,288.14,NaN,287.941,1
2022-06-29T11:00:00Z,101397.9,287.4,4.214,0.416,327.7,248.1,4.79,3.773,0.01048244,7.699993,290.088,0.00305607,1.699997,290.083,0.001633628,3.6,290.117,0.895527,0.6387733,289.987,0.191013,1.083289,289.748,-5.248322,1.644723,288.729,0.7611905,1.520062,288.547,4.051141,-1.108267,288.155,NaN,288.065,1
2022-06-29T11:20:00Z,101379.5,287.45,4.511,0.398,334.1,233,5.13,4.317,0.008796458,7.999995,290.128,1.47E-04,0.7000001,290.122,0.008517205,6.099994,290.151,1.902571,2.188658,289.999,3.136537,-3.764589,289.736,-2.154318,1.78855,288.677,-1.314491,-4.094156,288.567,-0.688429,0.5797114,288.209,NaN,288.082,1
2022-06-29T11:40:00Z,101385.9,287.73,4.584,0.382,334.3,252.9,5.77,4.448,0.005581563,8.199998,290.124,0.001832596,4.2,290.115,0.001703442,6.1,290.134,0.8410911,0.8559006,290.004,1.196247,2.75118,289.824,0.5489627,3.051006,288.642,-3.846514,0.6436877,288.577,-0.1325471,1.995603,288.288,NaN,288.141,1
2022-06-29T12:00:00Z,101442.3,287.83,4.597,0.381,327.5,254.9,6.02,4.814,0.008723154,9.799996,290.067,4.45E-04,1.7,290.059,6.49E-04,0.5999996,290.083,1.125467,0.4163228,289.993,0.1,-4.37E-09,289.954,-0.9469471,2.846628,288.955,-5.680009,0.4769622,288.537,1.272792,1.272792,288.253,NaN,288.144,1
2022-06-29T12:20:00Z,101455.4,287.65,4.77,0.38,326.2,254.1,5.66,4.518,0.02040637,7.899974,290.066,0.002094395,5,290.059,0.00259705,4.799999,290.075,3.296061,2.603072,290.013,2.321527,4.086626,289.935,-1.957176,2.901631,288.734,-1.768196,6.046774,288.494,-5.051359,2.64079,288.248,NaN,288.084,1
2022-06-29T12:40:00Z,101466.5,287.68,4.707,0.379,330.4,243.2,5.47,4.441,0.01313185,5.699984,290.021,0.001544617,5.9,290.008,0.009040804,6.999994,290.046,2.35056,6.060104,290.005,-1.352051,5.227997,289.938,-6.084201,5.497499,289.019,-1.752442,0.4110323,288.468,-2.956233,8.394682,288.228,NaN,288.103,1
2022-06-29T13:00:00Z,101480.7,287.8,4.487,0.383,329.5,253,4.89,4.232,0.007387978,8.299996,289.966,4.82E-04,9.2,289.955,0.002251475,4.3,289.984,1.774913,2.034621,289.937,1.397983,2.072594,289.946,0.1648726,3.496114,289.819,-0.5856968,0.6833442,288.519,-1.39562,3.209711,288.245,NaN,288.091,1
2022-06-29T13:20:00Z,101486.4,287.98,4.331,0.364,327.8,261,5.27,4.087,0.01210385,7.29999,289.966,0.007532841,8.299996,289.952,0.004220206,9.299999,289.988,3.800176,7.826154,289.946,0.0561982,4.599657,289.926,-0.02163168,0.3994147,289.83,-1.868184,0.3462474,288.606,-1.210088,7.907951,288.264,NaN,288.148,1
2022-06-29T13:40:00Z,101499.5,287.65,4.217,0.353,329.5,262.8,5.5,4.293,0.008136724,7.399996,289.958,0.007414157,5.899996,289.943,0.003494149,9.099999,289.977,0.664159,2.513741,289.939,-4.961115,1.864762,289.938,-4.520162,3.634301,289.121,0,3.9,288.411,-3.097597,-3.264184,288.241,NaN,287.924,1
2022-06-29T14:00:00Z,101510.9,287.42,4.126,0.368,329.4,259.4,4.85,3.575,0.004886922,5.599998,290.031,8.80E-04,3.6,290.011,0.004319689,7.499999,290.031,1.19297,5.471456,289.986,-0.4112344,1.854963,289.97,0.5377375,3.357207,289.744,0,0.9,288.507,-2.884442,-1.982422,288.217,NaN,287.769,1
2022-06-29T14:20:00Z,101517.3,287.31,4.126,0.368,329.4,268.9,4.93,3.949,0.004722861,8.199999,290.094,0.0102765,9.199995,290.063,0.005717698,8.399998,290.089,5.157878,7.618155,290.04,-1.874008,5.699833,290.037,-3.032111,1.538279,289.784,-1.985965,5.767664,288.625,-1.817827,5.190906,288.212,NaN,287.67,1
2022-06-29T14:40:00Z,101537.7,287.44,3.974,0.339,328.8,269,4.95,3.604,0.006220352,5.399996,290.175,0.009016369,6.299994,290.144,0.002127556,5.3,290.152,4.003446,8.17205,290.104,-2.262742,2.262741,290.081,-1.720514,2.932547,289.908,-3.05689,0.9462673,288.728,-2.598665,-3.550625,288.226,NaN,287.582,1
2022-06-29T15:00:00Z,101564.7,287.28,4.014,0.335,322.1,273.1,5.33,4.183,0.006586872,7.399998,290.188,0.002569125,6.4,290.172,0.009754642,6.899993,290.175,7.040166,3.357986,290.128,0.6170359,0.786935,290.116,-0.04567022,0.1947158,290.074,-1.611374,5.049106,288.799,0,3.2,288.268,NaN,287.572,1
2022-06-29T15:20:00Z,101597.5,287.16,3.856,0.319,315.2,279.2,6.37,4.953,0.008791222,6.899994,290.274,0.008674285,6.999994,290.246,0.004974188,5.699998,290.244,0.828221,3.090963,290.19,0.7471413,6.557574,290.167,0.9746006,4.188097,290.055,-1.051595,4.06622,289.677,-1.699635,4.381922,288.366,NaN,287.658,1
2022-06-29T15:40:00Z,101619.1,287.25,3.573,0.295,314.1,254.7,5.13,3.963,0.002722713,2.599999,290.26,0.006529275,4.299996,290.235,0.004869469,9,290.202,5.724874,3.480778,290.089,-3.170628,5.093831,289.961,-4.745267,3.335032,289.583,-3.736818,1.426952,288.666,-3.378575,1.243074,287.82,NaN,287.494,1
2022-06-29T16:00:00Z,101647.3,287.51,3.462,0.283,308.1,269.1,5.81,4.515,0.003551745,5.499999,290.38,0.01371305,9.69999,290.366,0.002225295,2.499999,290.436,4.427483,0.8046098,290.397,3.398322,-0.1067968,290.311,2.281596,-3.038802,289.637,1.179157,0.5473466,288.57,-1.192489,-2.310405,287.857,NaN,287.497,1
2022-06-29T16:20:00Z,101664,287.53,3.46,0.275,302,278.4,6.52,5.491,0.003417355,8.9,290.72,0.005759586,4.399996,290.641,0.002450442,3.899999,290.253,2.989455,1.141562,290.137,4.29194,-2.149244,290.125,2.224716,0.5836432,289.439,-1.344411,-0.3905871,288.544,1.77588,5.099633,287.966,NaN,287.496,1
2022-06-29T16:40:00Z,101667.6,287.38,3.6,0.257,300.7,268.4,6.07,4.989,0.01235693,11.79999,290.667,0.002528982,2.299999,290.489,6.28E-04,4,290.172,1.72408,0.5172488,290.09,4.935316,1.285554,290.07,1.58171,0.6230521,289.557,0.2456146,4.393139,288.455,-6.502777,-4.485968,287.726,NaN,287.334,1
2022-06-29T17:20:00Z,101666.3,288.25,3.683,0.229,310.7,264.5,5.68,4.531,0.00360236,8.599999,290.797,0.01075821,6.699991,290.343,0.007775439,4.499993,290.056,2.954952,2.226716,289.91,1.214604,1.189428,289.829,2.325344,2.050067,289.866,0.8771151,2.868914,288.685,0.7307224,-3.115453,287.629,NaN,287.283,1
2022-06-29T17:40:00Z,101676.2,287.9,3.531,0.212,314.1,262.7,5.78,4.937,0.008293805,10.8,290.789,0.004900884,7.199998,290.39,0.008658572,4.099991,290.171,3.535534,3.535534,290.066,-0.3681805,4.384569,289.882,0.628997,2.522769,289.88,-0.578166,2.841782,288.782,-0.6635572,3.232598,287.621,NaN,287.076,1
2022-06-29T18:00:00Z,101679.7,288.01,3.265,0.203,322.8,263.3,5.87,4.745,0.008100072,9.099997,290.819,0.007141886,6.599996,290.39,0.003691371,4.499998,290.225,3.201677,4.472054,290.09,0.05183414,3.299593,290.04,0.4210358,0.907044,289.895,2.190376,1.400804,288.322,-3.386007,-0.30815,287.419,NaN,287.043,1
2022-06-29T18:20:00Z,101673.9,287.79,3.193,0.198,316.5,274.1,5.68,4.875,0.003434808,8.2,290.752,0.01633627,7.199982,290.528,0.001172861,2.4,290.364,3.371834,2.504144,290.124,0.8235342,1.253711,290.09,0,1.8,289.95,-1.109616,0.6773124,287.893,1.231031,-3.700616,287.496,NaN,287.057,1
2022-06-29T18:40:00Z,101662.2,287.51,3.4,0.186,307.6,275.2,5.1,3.884,0.01926842,9.19998,290.821,0.007759733,11.4,290.725,0.002254965,3.399999,290.469,2.770477,3.546048,290.096,2.491956,1.843951,290.079,1.604906,3.554473,289.911,-4.523431,4.667822,287.77,-2.409278,-3.681763,287.509,NaN,287.212,1
2022-06-29T19:00:00Z,101659.1,287.29,3.194,0.18,303.9,288,6.01,5.202,0.03115409,11.89996,290.876,0.007148869,6.399997,290.839,0.00854513,6.799995,290.235,2.07939,0.9829231,290.088,0.8394958,1.592246,290.041,0.7649034,0.4742602,289.979,1.152065,0.6022848,287.694,3.747666,3.747666,287.545,NaN,287.264,1
2022-06-29T19:20:00Z,101669.5,287.1,3.194,0.18,303.9,299.9,6.33,5.132,0.02132966,12.09998,290.798,0.004923574,9.099999,290.458,0.01866104,8.099978,290.037,3.159163,2.286852,289.966,7.448607,4.094906,289.944,1.436768,4.475008,289.95,-1.830314,4.110955,287.941,0.785323,2.267877,287.525,NaN,287.284,1
2022-06-29T19:40:00Z,101683,287.02,3.39,0.168,299.5,294.6,6.1,4.968,0.03563258,11.59995,290.702,0.008988446,10.3,290.648,0.01233598,9.299992,290.152,5.416139,5.473156,289.984,-0.6077679,3.446828,289.929,1.483282,4.565071,289.907,0.6188416,3.95184,288.955,-2.549598,-0.5094588,287.549,NaN,287.42,1
2022-06-29T20:00:00Z,101689.5,287.35,3.124,0.163,307.7,283,5.44,4.669,0.03949675,14.59995,291.156,0.0213349,19.09999,291.112,0.007916813,10.8,290.992,10.33405,1.859389,290.23,2.039743,1.264694,289.819,2.781841,2.28503,289.843,2.212103,2.712306,289.463,3.104946,0.7741502,287.526,NaN,287.359,1
2022-06-29T20:20:00Z,101721,288.03,2.779,0.154,319.8,262.6,5.28,4.647,0.01352456,12.29999,291.332,0.01597325,14.29999,291.236,0.002136283,10.2,290.604,5.079446,2.3578,290.263,1.773467,2.166753,289.707,2.627294,2.158084,289.733,3.040228,3.714433,288.847,2.838418,5.058002,287.479,NaN,287.318,1
2022-06-29T20:40:00Z,101702.6,288.28,2.647,0.139,325,274,5.56,4.382,0.003769912,10.8,291.443,0.020923,10.79998,291.169,0.001780236,1.499999,291.01,4.789859,2.493443,290.076,3.911126,4.007879,289.659,1.339403,3.12506,289.692,0.7545782,0.2657289,288.657,0.1715939,2.393858,287.497,NaN,287.239,1
2022-06-29T21:00:00Z,101706.1,288.75,2.748,0.126,327.1,256.3,5.02,4.337,0.01094321,10.99999,291.555,0.02664069,14.39997,291.482,0.001884956,4.5,290.374,4.680812,4.932546,289.762,3.299006,0.8225345,289.62,0.7498255,-0.2788578,289.558,2.897821,1.357438,289.043,2.846628,0.9469472,287.552,NaN,287.19,1
2022-06-29T21:20:00Z,101690.2,289.34,2.839,0.121,332.9,250.5,4.15,3.57,0.00712967,9.499997,291.744,0.01059764,13.2,291.63,0.02408553,11.99998,290.419,1.417652,2.64391,289.874,3.742529,2.117421,289.462,3.036462,2.901706,289.512,0,5.1,289.003,1.354079,2.335909,287.569,NaN,287.29,1
2022-06-29T21:40:00Z,101666.2,288.81,2.839,0.121,332.9,254.3,3.85,2.889,0.008630653,11.5,291.82,0.007054621,8.599998,291.744,0.003518583,3.199998,290.501,3.159367,5.794688,289.746,4.851478,1.20961,289.355,4.521502,0.8461758,289.359,0.932853,0.5829112,288.141,5.3733,-0.5363267,287.566,NaN,287.193,1
2022-06-29T22:00:00Z,101655.5,288.54,2.42,0.108,347.1,261.7,3.22,2.224,0.01843067,10.99999,291.91,0.02080082,10.09998,291.881,0.02397383,13.59998,290.676,4.914565,9.729185,289.812,3.197422,-0.1284221,289.311,2.580641,0.7939088,289.26,6.815052,-1.598457,288.786,-4.567653,1.475313,287.63,NaN,287.268,1
2022-06-29T22:20:00Z,101665.8,288.48,2.549,0.109,352.5,262.4,4.36,3.052,0.008698721,8.899996,291.98,0.002712241,4.199999,291.959,0.01817236,13.69999,290.849,2.06908,5.418386,290.112,0.8034442,2.472747,289.396,0.7670558,0.2272122,289.173,3.903731,-1.253351,288.793,-4.1,4.89E-08,287.653,NaN,287.255,1
2022-06-29T22:40:00Z,101667.6,288.4,2.549,0.109,352.5,250.9,4.15,2.687,0.0124407,8.09999,292.02,0.03804987,12.89994,292.015,0.0301069,12.49996,291.161,4.341036,9.889156,290.173,2.975233,3.508274,289.488,2.906299,2.74835,289.102,4.385731,2.401117,288.808,0.1079994,0.9941509,287.683,NaN,287.356,1
2022-06-29T23:00:00Z,101623.7,288.48,2.231,0.121,9.69,238.4,2.71,1.931,0.01376715,6.799987,292.052,0.02696531,10.29997,292.062,0.003801326,2.199997,291.985,0.6197966,3.444685,290.261,3.138924,4.51632,289.536,3.900578,3.438822,289.105,2.278235,2.102295,288.916,-0.407847,4.48148,287.86,NaN,287.426,1
2022-06-29T23:20:00Z,101627.3,288.61,2.231,0.121,9.69,296.3,6.3,4.254,0.008981462,6.199993,292.06,0.009955351,4.59999,292.063,0.01840449,11.09999,290.601,-1.775532,4.67413,290.215,0.07782432,0.06279631,289.203,2.199246,0.05758939,288.985,1.854367,-0.7492134,288.672,-5,5.96E-08,287.74,NaN,287.352,1
2022-06-29T23:40:00Z,101636.7,288.82,2.4,0.119,8.99,233,3.01,2.195,0.01103396,5.799989,292.062,0.01006357,9.299995,292.06,0.009306094,8.599994,290.539,-1.561566,5.481926,290.187,0.6279631,0.778243,289.262,6.190936,3.675908,288.888,1.030598,1.223874,288.614,2.745449,1.830986,287.782,NaN,287.312,1
2022-06-30T00:00:00Z,101632.3,289.16,2.35,0.115,11.04,228.5,2.68,2.051,0.01939931,6.499971,292.039,0.02109577,7.899972,292.042,0.004625122,4.999998,290.364,-3.225207,8.187677,289.923,5.393084,-0.2732024,289.031,1.355395,0.8502376,288.705,1.347105,0.3811924,288.502,4.750103,2.568371,287.997,NaN,287.263,1
2022-06-30T00:20:00Z,101625.1,289.35,2.35,0.115,11.04,219.2,3.42,3.014,0.01505345,6.899983,292.025,0.001884955,2.999999,292.022,0.007141886,6.599996,290.301,-1.424097,7.465383,290.035,2.3,-1.01E-07,288.898,1.28844,0.7680642,288.799,4.984587,-0.3922959,288.345,3.772,-4.002751,288.067,NaN,287.429,1
2022-06-30T00:40:00Z,101605.8,290.23,2.35,0.115,11.04,216.1,3.27,2.831,0.01163087,6.79999,291.948,0.01398008,8.99999,291.949,0.005871288,11.6,290.259,1.029105,3.761774,289.551,4.485687,1.019123,288.83,3.793146,2.025351,288.752,4.202309,1.870988,288.42,4.800137,-2.884213,288.101,NaN,287.431,1
2022-06-30T01:00:00Z,101601.2,290.12,2.844,0.103,17.72,226.1,3.33,2.973,0.01317374,6.799988,291.876,0.01826312,10.89998,291.868,0.01858251,11.69999,290.185,-0.6526288,4.957225,289.384,4.570371,3.236003,288.96,2.636785,1.207214,288.63,2.207552,-0.6455338,288.333,2.577657,-2.217135,288.086,NaN,287.699,1
2022-06-30T01:20:00Z,101586.2,289.76,2.844,0.103,17.72,216.4,3.56,3.07,0.0175929,7.199978,291.741,0.00461814,4.199998,291.716,0.01667661,9.099985,290.105,0,5.3,289.275,2.7616,0.4621332,288.628,3.5,-1.53E-07,288.506,3.336781,1.598717,288.144,0.5984644,-0.04289848,288.051,NaN,287.467,1
2022-06-30T01:40:00Z,101579.8,289.29,2.844,0.103,17.72,208.6,4.53,4.147,0.01256637,7.99999,291.567,0.0174236,6.699977,291.505,0.009810494,7.699993,290.075,-0.6972984,9.273822,289.355,6.90799,1.131227,288.721,5.465134,1.221602,288.299,3.998026,-0.1256433,288.059,0.5082142,-1.726765,287.96,NaN,287.268,1
2022-06-30T02:00:00Z,101595,289.07,2.844,0.103,17.72,201.3,4.58,4.03,0.01469217,6.099982,291.456,0.01232551,10.69999,291.072,0.01083151,5.79999,289.954,1.147387,7.006676,289.027,2.594581,-0.1677839,288.481,5.346572,-4.518204,288.261,1.296219,0.528977,287.966,0.9573914,-0.5416658,287.896,NaN,287.273,1
2022-06-30T02:20:00Z,101605.9,288.61,2.844,0.103,17.72,198.4,4.33,3.857,0.009285149,6.999994,291.32,0.01272345,8.09999,290.474,0.003665191,2.799998,289.677,0.0781806,2.798908,288.919,4.866031,4.458895,288.333,4.180056,3.093078,288.305,0.7374693,0.8161734,287.987,1.18453,-6.391157,287.87,NaN,287.631,1
2022-06-30T02:40:00Z,101609.9,288.28,3.53,0.094,45.82,200.4,5.43,4.77,0.01822295,5.299969,291.142,0.01851967,8.099978,290.294,0.002591814,3.299999,289.533,1.838099,9.727866,288.877,3.652404,0.5915601,288.397,1.788309,0.8955181,288.269,3.934286,0.7220765,287.984,0.3713677,-0.9284858,287.85,NaN,287.792,1
2022-06-30T03:00:00Z,101590.3,288.01,3.53,0.094,45.82,227.4,6.43,5.599,0.01466076,7.999986,290.857,0.01259255,11.09999,290.195,0.008796456,5.599993,289.453,1.072299,2.477937,288.734,4.539472,4.368432,288.256,6.520299,-1.541334,288.3,0.6174848,-2.007165,288.165,3.819043,-1.1895,287.87,NaN,287.808,1
2022-06-30T03:20:00Z,101562.4,287.94,3.429,0.096,66.32,192.2,6.82,6.104,0.01268505,7.89999,290.354,0.009417794,7.599994,290.221,0.01319468,5.399984,289.729,1.484778,3.497918,288.723,1.651634,0.4026248,288.191,3.261318,3.521904,288.245,0.2346517,1.481533,288.155,3.20727,-1.401222,287.938,NaN,287.807,1
2022-06-30T03:40:00Z,101538.1,287.73,3.574,0.096,53.99,173.8,7.36,6.566,0.008014552,8.199997,290.073,0.004668756,10.7,290.051,0.001492257,5.7,289.688,0.4783348,5.579534,288.538,4.284919,-0.3598152,288.201,1.848211,9.42041,288.22,-0.9153822,2.75174,288.084,3.156852,-1.262651,287.89,NaN,287.78,1
2022-06-30T04:00:00Z,101543.4,287.64,3.707,0.094,42.69,182.9,7.42,6.537,0.007513642,12.3,289.909,0.00525344,4.299997,289.89,0.0104999,9.399994,289.78,-0.5273128,7.180664,288.532,3.015605,-0.7184189,288.293,1.233539,-0.4103438,288.147,2.511285,1.983293,288.02,2.458088,2.349,287.879,NaN,287.751,1
2022-06-30T04:20:00Z,101551.2,287.39,3.707,0.094,42.69,189.6,6.94,5.895,0.009848892,9.899996,289.771,0.01514945,6.999984,289.774,0.004016002,3.899998,289.76,-0.6006828,4.963787,288.849,8.999123,-0.12566,288.181,2.965482,-0.4537823,288.172,2.596702,-0.7396899,288.028,1.446942,1.070681,287.929,NaN,287.814,1
2022-06-30T04:40:00Z,101571.5,287.29,3.707,0.094,42.69,195.1,6.6,5.365,0.01791754,8.699981,289.658,0.006988296,5.199996,289.636,0.0147166,6.199982,289.522,-0.0230253,0.3993368,288.862,5.124121,-0.8850899,288.203,0.9,-3.93E-08,288.196,-5.821774,1.451532,288.074,6.104799,-1.556094,287.978,NaN,287.82,1
2022-06-30T05:20:00Z,101578.5,287.11,3.707,0.094,42.69,194.7,6.79,5.819,0.02536833,9.499966,289.466,0.01551597,6.999983,289.482,0.002504547,4.1,289.464,2.767329,8.036908,288.936,4.299581,0.06003716,288.122,3.062556,-5.95909,288.092,2.343509,-2.863209,287.982,1.596103,0.1116104,287.854,NaN,287.766,1
2022-06-30T05:40:00Z,101557.8,287.13,3.707,0.094,42.69,194,7.65,6.804,0.005803219,9.499998,289.422,0.01217541,6.399989,289.408,0.01344601,10.69999,289.223,1.424098,7.465382,288.725,7.253565,3.82437,288.083,3.663088,-0.5213345,288.043,7.582082,2.849917,287.914,3.197851,-0.1172602,287.827,NaN,287.738,1
2022-06-30T06:00:00Z,101553,287.16,3.707,0.094,42.69,190,7.34,6.466,0.00983493,11.5,289.322,0.0172421,11.09999,289.315,0.005162684,8.699998,289.306,0.1535578,4.39732,289.066,3.190784,2.24252,288.062,3.603141,8.247265,288.038,3.60313,1.492465,287.951,6.661113,1.367329,287.836,NaN,287.728,1
2022-06-30T06:20:00Z,101540.1,287.13,3.279,0.096,30.47,184,7.74,6.479,0.004276057,9.799998,289.215,0.01078613,10.29999,289.208,0.005471606,9.499998,289.222,0.3235308,10.29492,289.049,3.791662,6.701739,288.316,5.62329,2.840529,288.08,1.856387,0.4047577,287.963,1.390439,0.1633389,287.831,NaN,287.73,1
2022-06-30T06:40:00Z,101501.2,287.45,3.265,0.1,118.2,20.53,8.28,7.142,0.004335398,10.8,289.132,0.01321388,6.699987,289.126,0.006073746,8.699998,289.11,-0.683929,3.839562,288.879,0.713476,1.868409,288.06,1.777344,0.6716019,288.053,5.990069,-3.99488,287.959,-2.144298,-2.638558,287.825,NaN,287.725,1
2022-06-30T07:00:00Z,101493.4,287.79,3.304,0.103,271.8,72.96,8.07,6.766,0.00545939,9.199999,289.042,0.006719517,6.999997,289.027,0.001130974,10.8,289.055,1.355605,8.188549,288.924,6.290241,8.531874,288.063,5.404134,5.200514,287.997,4.118637,-1.235651,287.81,2.299103,-0.06421984,287.796,NaN,287.667,1
2022-06-30T07:20:00Z,101498.6,288.1,3.418,0.094,252.6,326.1,8.11,7.012,0.0141965,8.299987,288.941,0.006450731,2.799993,288.925,0.001549853,3.7,288.961,-0.5080299,10.38759,288.766,0.8768337,4.922516,288.073,3.731411,-2.331645,287.96,5.978072,-0.5125016,287.797,1.386858,-1.95873,287.747,NaN,287.506,1
2022-06-30T07:40:00Z,101473.4,288.32,3.418,0.094,252.6,23.72,8.92,7.381,0.003857178,8.499999,288.819,0.01522276,9.799988,288.801,0.008735372,9.099996,288.811,0.2631731,11.59701,288.753,1.698143,10.96934,288.413,2.248086,3.186865,287.911,1.705983,-0.5741267,287.836,1.767526,-0.340372,287.772,NaN,287.545,1
2022-06-30T08:20:00Z,101446.3,288.59,3.251,0.091,226.8,13.11,8.6,7.406,0.004858997,8.699998,288.653,0.01594357,6.29998,288.641,0.001675516,4,288.666,0,4,288.611,2.233584,3.074265,288.486,7.388654,-4.779936,287.853,-2.164804,-7.701534,287.689,2.799871,-0.755463,287.595,NaN,287.329,1
